"order_id","mainCommonName","scientific_name","otherCommonNames"
1286,"Stone Marten","Martes foina","Beech Marten|House Marten|White-breasted Marten"
1287,"Eastern Bettong","Bettongia gaimardi","Eastern Rat-kangaroo|Gaimard's Bettong|Gaimard's Rat-kangaroo|Southern Bettong|Tasmanian Bettong|Tasmanian Rat-kangaroo"
1288,"Rock Hyrax","Procavia capensis","Klipdassie|Abyssinian Hyrax|Cape Hyrax|Johnston Hyrax|Kaokoveld Hyrax|Western Hyrax"
1289,"Pygmy Hog","Porcula salvania",NA
1290,"Cuvier's Gazelle","Gazella cuvieri","Edmi Gazelle"
1291,"Eastern Hoolock Gibbon","Hoolock leuconedys",NA
1292,"Mainland Leopard Cat","Prionailurus bengalensis",NA
1293,"Bale Mountains Monkey","Chlorocebus djamdjamensis","Bale Monkey|Bale Mountains Grivet|Djam-djam"
1294,"Dusky Langur","Trachypithecus obscurus","Spectacled Leaf Monkey|Dusky Leaf Monkey|Dusky Leaf-monkey|Spectacled Langur|Creamy-tailed Dusky Langur|Blond-tailed Langur|Cantor's Langur|Cantor's Dusky Langur|Koh Pennan Dusky Langur|Phangan Langur|Perhentian Langur|Perhentian Island Dusky Langur|Reid's Dusky Langur|St. Matthew Island Dusky Langur|Zadetkyi Kyun Langur|Terutau Island Dusky Langur|Tarutao Langur"
1295,"Southern Tamandua","Tamandua tetradactyla","Golden Anteater"
1296,"Siamang","Symphalangus syndactylus",NA
1297,"Malabar Red Muntjac","Muntiacus malabaricus",NA
1298,"Vietnamese White-toothed Shrew","Crocidura guy",NA
1299,"Leighton's Oyan","Poiana leightoni","West African Linsang|Leighton's Linsang"
1300,"Western Rock Sengi","Elephantulus rupestris","Western Rock Elephant-shrew|Smith's Rock Sengi|Smith's Rock Elephant-shrew"
1301,"Eastern Gray Kangaroo","Macropus giganteus","Forester|Great Grey Kangaroo|Scrub Kangaroo|Scrubber"
1302,"Domestic Ass","Equus asinus","Ass|Donkey|Burro"
1303,"Tammar Wallaby","Notamacropus eugenii","Dama Wallaby|Kangaroo Island Wallaby"
1304,"Fog Shrew","Sorex sonomae","Sonoma Shrew"
1305,"Southern Pygmy Slow Loris","Xanthonycticebus pygmaeus","Southern Pygmy Loris|Lesser Slow Loris|Pygmy Loris"
1306,"Asian Wild Buffalo","Bubalus arnee","Asiatic Buffalo|Indian Buffalo|Water Buffalo"
1307,"Eastern Barred Bandicoot","Perameles gunnii","Gunn's Bandicoot|Tasmanian Barred Bandicoot"
1308,"Jatna's Tarsier","Tarsius supriatnai","Mimito"
1309,"Kilimanjaro White-toothed Shrew","Crocidura monax","Kilimanjaro Shrew|Rombo Shrew"
1310,"Golden Bamboo Lemur","Hapalemur aureus",NA
1311,"Paraguayan Fat-tailed Opossum","Thylamys macrurus","Long-tailed Fat-tailed Opossum|Paraguayan Fat-tailed Mouse Opossum|Paraguayan Thylamys"
1312,"Krefft's Glider","Petaurus notatus","Lesser Flying Phalanger|Lesser Flying Squirrel|Lesser Glider|Short-headed Flying Phalanger|Sugar Squirrel|Tasmanian Sugar Glider"
1313,"Eisentraut's White-toothed Shrew","Crocidura eisentrauti",NA
1314,"Small Japanese Mole","Mogera imaizumii","Lesser Japanese Mole|Japanese Eastern Mole"
1315,"Przewalski's Gazelle","Procapra przewalskii","Chinese Gazelle|Qinghai Gazelle"
1316,"Gebe Cuscus","Phalanger alexandrae","Alexandra's Cuscus"
1317,"Sherman's Short-tailed Shrew","Blarina shermani",NA
1318,"Canadian Lynx","Lynx canadensis",NA
1319,"Lacandona Small-eared Shrew","Cryptotis lacandonensis","Lacandona Shrew"
1320,"Western Black Crested Gibbon","Nomascus concolor","Black Crested Gibbon|Black Gibbon|Concolor Gibbon|Indochinese Gibbon|Laotian Black Crested Gibbon|Tonkin Black Crested Gibbon"
1321,"Verheyen's Duiker","Philantomba walteri","Walter's Duiker"
1322,"Western Brown Bandicoot","Isoodon fusciventer",NA
1323,"Kashmir Shrew","Sorex planiceps","Kashmir Pygmy Shrew"
1324,"Weyns's Duiker","Cephalophorus weynsi","Johnston's Duiker|Lestrade's Duiker"
1325,"Sri Lankan Shrew","Suncus fellowesgordoni","Ceylon Pygmy Shrew|Gordon's Pygmy Shrew"
1326,"Common Wombat","Vombatus ursinus","Bare-nosed Wombat|Coarse-haired Wombat|Forest Wombat|Bass Strait Wombat|Flinders Island Wombat|Tasmanian Wombat"
1327,"Tenasserim Langur","Trachypithecus barbei","Barbe's Langur|Tenasserim Lutung"
1328,"Kivu Long-haired White-toothed Shrew","Crocidura lanosa","Kivu Long-haired Shrew|Lemara Shrew"
1329,"Garnett's Greater Galago","Otolemur garnettii"," "
1330,"Alpine Musk-deer","Moschus chrysogaster",NA
1331,"Eastern Quoll","Dasyurus viverrinus","Eastern Native Cat"
1332,"Gray Mouse Lemur","Microcebus murinus","Lesser Mouse Lemur"
1333,"Northern Short-tailed Shrew","Blarina brevicauda","Giant Mole Shrew"
1334,"Eastern Gray Gibbon","Hylobates funereus","Eastern Müller's Gibbon|East Bornean Gray Gibbon"
1335,"Agricola's Opossum","Cryptonanus agricolai","Agricola's Gracile Opossum"
1336,"Weasel Sportive Lemur","Lepilemur mustelinus","Greater Sportive Lemur|Greater Weasel Lemur|Weasel Lemur"
1337,"Northern Talapoin Monkey","Miopithecus ogouensis","Gabon Talapoin Monkey"
1338,"Schaller's Mouse Shrew","Myosorex schalleri",NA
1339,"Uruguayan Colocolo","Leopardus fasciatus","Uruguayan Pampas Cat|Muñoa's Pampas Cat|Muñoa's Colocolo"
1340,"Himalayan Musk-deer","Moschus leucogaster",NA
1341,"Chacoan Naked-tailed Armadillo","Cabassous chacoensis",NA
1342,"Siberut Langur","Presbytis siberu","Siberut Leaf Monkey|Sombre-bellied Mentawai Island Langur|Sombre-bellied Mentawai Langur"
1343,"Linnaeus's Mouse Opossum","Marmosa murina","Murine Mouse Opossum|Murine Opossum"
1344,"Lumholtz's Tree Kangaroo","Dendrolagus lumholtzi",NA
1345,"Argentine Fat-tailed Opossum","Thylamys sponsorius","Argentine Fat-tailed Mouse Opossum|Argentine Thylamys"
1346,"Arabian White-toothed Shrew","Crocidura arabica","Arabian Shrew"
1347,"Small Indian Mongoose","Urva auropunctata",NA
1348,"Dinira Small-eared Shrew","Cryptotis dinirensis","Dinira Shrew"
1349,"Roman Mole","Talpa romana",NA
1350,"Eastern Wolf","Canis lycaon","Algonquin Wolf|Eastern Timber Wolf|Great Lakes Wolf"
1351,"Javan Ghost White-toothed Shrew","Crocidura umbra","Javan Ghost Shrew"
1352,"Ringed Seal","Pusa hispida","Fjord Seal|Jar Seal|Arctic Ringed Seal|Baltic Sea Ringed Seal|Lake Ladoga Ringed Seal|Sea of Okhotsk Ringed Seal|Lake Saimaa Ringed Seal"
1353,"Southern River Otter","Lontra provocax","Huillin"
1354,"Falanouc","Eupleres goudotii","Fanaloka|Ridarida|Amboa Laolo"
1355,"Central Sulawesi White-toothed Shrew","Crocidura mediocris",NA
1356,"Broom Hare","Lepus castroviejoi",NA
1357,"Greater Dwarf Shrew","Suncus lixa",NA
1358,"Striped Hyena","Hyaena hyaena",NA
1359,"Sangay Shrew-opossum","Caenolestes sangay",NA
1360,"Snow Sheep","Ovis nivicola","Siberian Bighorn Sheep|Putoran Snow Sheep"
1361,"Flat-skulled Shrew","Sorex roboratus",NA
1362,"Greater Cuban Nesophontes","Nesophontes major",NA
1363,"West Javan Langur","Trachypithecus mauritius","West Javan Ebony Langur|West Javan Lutung|Western Ebony Langur"
1364,"Ruddy Mongoose","Urva smithii",NA
1365,"Caucasian Mole","Talpa caucasica",NA
1366,"Sacred Pika","Ochotona sacraria",NA
1367,"Arctic Fox","Vulpes lagopus","Polar Fox"
1368,"Karoo Round-eared Sengi","Macroscelides proboscideus","Karoo Round-eared Elephant-shrew|Round-eared Sengi|Round-eared Elephant-shrew|Short-eared Sengi|Short-eared Elephant-shrew"
1369,"Snowshoe Hare","Lepus americanus","Snowshoe Rabbit|Varying Hare"
1370,"Moor Macaque","Macaca maura","Celebes Macaque"
1371,"Hainan Hare","Lepus hainanus","Chinese Pinyin"
1372,"New South Wales Barred Bandicoot","Perameles fasciata",NA
1373,"Southern Elephant Seal","Mirounga leonina","South Atlantic Elephant Seal|Southern Sea Elephant"
1374,"Wandering Small-eared Shrew","Cryptotis montivagus","Grizzled Ecuadorean Shrew"
1375,"European Hare","Lepus europaeus","Brown Hare|European Brown Hare"
1376,"Stuhlmann's Golden Mole","Chrysochloris stuhlmanni",NA
1377,"Thick-tailed Pangolin","Manis crassicaudata","Indian Pangolin"
1378,"Southern Broad-footed Mole","Scapanus occultus","Broad-footed Mole"
1379,"Southern White-breasted Hedgehog","Erinaceus concolor","White-bellied Hedgehog|White-chested Hedgehog"
1380,"Northern Hog Badger","Arctonyx albogularis",NA
1381,"Bale White-toothed Shrew","Crocidura bottegoides","Bale Shrew|Tricolored Pygmy Shrew"
1382,"Taiwanese Macaque","Macaca cyclopis","Formosan Rock Macaque|Taiwan Macaque"
1383,"Bornean Orangutan","Pongo pygmaeus","North-east Bornean Orangutan|North-west Bornean Orangutan|South-west Bornean Orangutan"
1384,"Long-nosed Short-tailed Opossum","Monodelphis pinocchio",NA
1385,"Argali","Ovis ammon","Siberian Argali"
1386,"Common Cusimanse","Crossarchus obscurus","Cusimanse|Long-nosed Cusimanse"
1387,"Western Woolly Lemur","Avahi occidentalis","Lorenz von Liburnau's Woolly Lemur|Western Avahi"
1388,"Large Treeshrew","Tupaia tana",NA
1389,"Wood Sprite Opossum","Gracilinanus dryas","Wood Sprite Gracile Mouse Opossum|Wood Sprite Gracile Opossum"
1390,"Pyrenean Desman","Galemys pyrenaicus","Iberian Desman"
1391,"Thinhorn Sheep","Ovis dalli","Alaskan White Sheep|Dall's Sheep|Stone's Sheep|Fannin's Sheep"
1392,"Junin Slender Opossum","Marmosops juninensis",NA
1393,"Western Spotted Skunk","Spilogale gracilis",NA
1394,"Laos Langur","Trachypithecus laotum","Laotian Langur|Lao Langur|White-browed Black Langur|Laotian Black Langur"
1395,"Mountain Dwarf Galago","Paragalago orinus","Amani Dwarf Galago|Uluguru Bushbaby|Usambara Galago"
1396,"Turbo White-toothed Shrew","Crocidura turba","Tumultuous Shrew|Turbo Shrew"
1397,"North Atlantic Right Whale","Eubalaena glacialis","Biscayan Right Whale|Black Right Whale|Nordcaper|Northern Right Whale"
1398,"Doria's Tree Kangaroo","Dendrolagus dorianus","Unicolored Tree Kangaroo"
1399,"Terai Sacred Langur","Semnopithecus hector","Gray Langur|Hanuman Langur|Kumaon Langur|Lesser Hill Langur|Tarai Gray Langur|Tarai Sacred Langur"
1400,"Long-footed White-toothed Shrew","Crocidura crenata","Jumping Shrew"
1401,"Steenbok","Raphicerus campestris",NA
1402,"Red-fronted Gazelle","Eudorcas rufifrons",NA
1403,"Nyala","Tragelaphus angasii"," "
1404,"Nilgiri Langur","Semnopithecus johnii","Black Leaf Monkey|Hooded Leaf Monkey|Indian Hooded Leaf Monkey|John's Langur|Nilgiri Black Langur|Nilgiri Leaf Monkey|South Indian Black Leaf Monkey"
1405,"Drouhard's Shrew Tenrec","Microgale drouhardi","Striped Shrew Tenrec"
1406,"Arctic Hare","Lepus arcticus","American Arctic Hare|Canadian Arctic Hare|Labrador Hare|Greenland Hare|Polar Hare"
1407,"Bearded Capuchin","Sapajus libidinosus","Black-striped Capuchin"
1408,"Waterbuck","Kobus ellipsiprymnus","Common Waterbuck|Ellipsen Waterbuck|Defassa Waterbuck"
1409,"Colombian Red Howler","Alouatta seniculus","Red Howler|Red Howling Monkey|Venezuelan Red Howler"
1410,"Red Gazelle","Eudorcas rufina",NA
1411,"Humpback Whale","Megaptera novaeangliae","Bunch Whale|Hump Whale|Hunchback Whale"
1412,"Yellow-striped Chevrotain","Moschiola kathygre",NA
1413,"Asian Elephant","Elephas maximus","Pygmy Elephant"
1414,"Siberian Large-toothed Shrew","Sorex daphaenodon",NA
1415,"Vagrant Shrew","Sorex vagrans","Salt Marsh Shrew"
1416,"Pygmy Sperm Whale","Kogia breviceps","Lesser Cachalot|Lesser Sperm Whale|Short-headed Sperm Whale"
1417,"Rocky Mountain Goat","Oreamnos americanus","Mountain Goat|Snow Goat|White Goat"
1418,"Pale-thighed Langur","Presbytis siamensis","White-thighed Langur|White-thighed Surili|Bintan Island Pale-thighed Langur|Bintan Pale-thighed Langur|Chasen's Pale-thighed Langur|Mantled Pale-thighed Langur|Lyon's Pale-thighed Langur|Riau Pale-thighed Langur|Malayan Pale-thighed Langur"
1419,"Jolly's Mouse Lemur","Microcebus jollyae",NA
1420,"Oribi","Ourebia ourebi","Oorbietjie|Western Oribi|Sudan Oribi|Central Oribi|Southern Oribi"
1421,"Smoky Shrew","Sorex fumeus",NA
1422,"Mutable Shrew","Sorex mutabilis",NA
1423,"Geoffroy's Tamarin","Saguinus geoffroyi","Red-crested Bare-face Tamarin|Rufous-naped Tamarin"
1424,"Pygmy Short-tailed Opossum","Monodelphis kunsi","Least Short-tailed Opossum"
1425,"Himalayan Goral","Naemorhedus goral","Brown Goral"
1426,"Indian Fox","Vulpes bengalensis","Bengal Fox"
1427,"Bush Duiker","Sylvicapra grimmia","Common Duiker|Gray Duiker|Grimm's Duiker|Sahel Duiker|Chad Crowned Duiker|Crowned Duiker"
1428,"Common Warthog","Phacochoerus africanus",NA
1429,"Saola","Pseudoryx nghetinhensis","Spindlehorn|Vu Quang Ox"
1430,"Ansells' White-toothed Shrew","Crocidura ansellorum","Ansell's Shrew"
1431,"Gray-bellied Dunnart","Sminthopsis fuliginosa","Boullanger Island Dunnart"
1432,"White-thighed Colobus","Colobus vellerosus","Geoffroy's Black-and-white Colobus|Ursine Colobus|White-thighed Black-and-white Colobus"
1433,"Tolai Hare","Lepus tolai",NA
1434,"White-bellied Slender Opossum","Marmosops noctivagus","Rio Napo Mouse Opossum|White-bellied Slender Mouse Opossum"
1435,"Condor Shrew-opossum","Caenolestes condorensis","Andean Caenolestid"
1436,"American Marten","Martes americana","American Pine Marten"
1437,"Sechuran Fox","Lycalopex sechurae","Sechura Desert Fox|Peruvian Desert Fox"
1438,"Calaby's Pademelon","Thylogale calabyi","Alpine Pademelon|Alpine Wallaby"
1439,"Arlindo's Short-tailed Opossum","Monodelphis arlindoi",NA
1440,"Greater Indo-Malayan Chevrotain","Tragulus napu",NA
1441,"D'Albertis's Ring-tailed Possum","Pseudochirops albertisii","D'Albertis's Ringtail"
1442,"Dhole","Cuon alpinus","Asiatic Wild Dog"
1443,"Mount Kenya Mole Shrew","Surdisorex polulus","Mount Kenya Shrew"
1444,"Yucatan Cottontail","Sylvilagus yucatanicus",NA
1445,"Hector's Beaked Whale","Mesoplodon hectori","Skew-beaked Whale"
1446,"Southern Needle-clawed Galago","Euoticus elegantulus","Elegant Galago|Elegant Needle-clawed Galago|Southern Needle-clawed Bushbaby|Western Needle-clawed Bushbaby|Western Needle-clawed Galago"
1447,"Central Hare Wallaby","Lagorchestes asomatus","Central Hare-wallaby|Kuluwarri|Lake Mackay Hare-wallaby|Least hare Wallaby"
1448,"Yangtze Finless Porpoise","Neophocaena asiaeorientalis","Yangtze Finless Porpoise"
1449,"Giant Bandicoot","Peroryctes broadbenti","Broadbent Bandicoot"
1450,"Kouprey","Bos sauveli","Gray Ox|Indochinese Forest Ox"
1451,"Arabian Tahr","Arabitragus jayakari",NA
1452,"Obi Cuscus","Phalanger rothschildi","Obi Island Cuscus|Rothschild's Cuscus"
1453,"Golden Palm Civet","Paradoxurus zeylonensis",NA
1454,"Lesser Taiwanese Brown-toothed Shrew","Chodsigoa sodalis","Koshun Shrew|Lesser Taiwanese Shrew"
1455,"Pale Fox","Vulpes pallida","Pallid Fox|African Sand Fox"
1456,"Jentink's Duiker","Cephalophus jentinki",NA
1457,"Saint Lawrence Island Shrew","Sorex jacksoni","Saint Lawrence Shrew"
1458,"Eurasian Otter","Lutra lutra","European Otter"
1459,"Broad-toed Feather-tailed Glider","Acrobates frontalis","De Vis's Feathertail Glider"
1460,"Sclater's Monkey","Cercopithecus sclateri","Sclater's Guenon"
1461,"White-naped Mangabey","Cercocebus lunulatus","Crescent-naped Mangabey|White-collared Mangabey|White-crowned Mangabey"
1462,"Celaque Broad-clawed Shrew","Cryptotis celaque",NA
1463,"Toolache Wallaby","Notamacropus greyi","Grey's Wallaby|Monkeyface|One-Two"
1464,"Yellow Golden Mole","Calcochloris obtusirostris",NA
1465,"Uta Hick's Bearded Saki","Chiropotes utahicki","Uta Hick's Saki"
1466,"Blue Nile Patas Monkey","Erythrocebus poliophaeus","Heuglin's Patas Monkey|Blue Nile Hussar Patas Monkey"
1467,"Black Shrew","Palawanosorex ater",NA
1468,"Brown Titi","Plecturocebus brunneus","Brown Titi Monkey"
1469,"La Touche's Mole","Mogera latouchei",NA
1470,"Taita Shrew","Suncus aequatorius","Dodoma Shrew|Taita Dwarf Shrew"
1471,"Western Colombian Small-eared Shrew","Cryptotis squamipes","Cali Shrew|Cali Small-eared Shrew|Scaly-footed Shrew|Scaly-footed Small-eared Shrew"
1472,"Spix's Night Monkey","Aotus vociferans","Noisy Night Monkey|Spix's Owl Monkey"
1473,"African Giant White-toothed Shrew","Crocidura olivieri","African Giant Shrew|Olivier's Shrew"
1474,"White-headed Langur","Trachypithecus leucocephalus","White-headed Black Langur"
1475,"Palawan White-toothed Shrew","Crocidura palawanensis","Palawan Shrew"
1476,"Common Brown Four-eyed Opossum","Metachirus myosuros",NA
1477,"Gray Forest Wallaby","Dorcopsis luctuosa","Eastern Forest Wallaby|Grey Dorcopsis"
1478,"Western Gorilla","Gorilla gorilla","Lowland Gorilla|Cross River Gorilla|Western Lowland Gorilla"
1479,"Long-fingered Striped Possum","Dactylopsila palpator","Long-fingered Triok"
1480,"Indo-Pacific Finless Porpoise","Neophocaena phocaenoides","Black Finless Porpoise|Finless Black Porpoise|Finless-backed Black Porpoise|Indian Dolphin|Indian Finless Porpoise|Little Indian Porpoise|Wide-ridged Finless Porpoise"
1481,"Sambar","Rusa unicolor",NA
1482,"Ognev's Mole","Talpa ognevi",NA
1483,"Sclater's Mouse Shrew","Myosorex sclateri","Sclater's Tiny Mouse Shrew"
1484,"Red-faced Black Spider Monkey","Ateles paniscus","Guianan Spider Monkey|Red-faced Spider Monkey"
1485,"East African Highland White-toothed Shrew","Crocidura allex","East African Highland Shrew|Highlands Shrew"
1486,"Chimpanzee","Pan troglodytes","Chimpanzee|Common Chimpanzee|Robust Chimpanzee|Central Chimpanzee|Eastern Chimpanzee|Nigeria-Cameroon Chimpanzee|Western Chimpanzee"
1487,"Western Gray Kangaroo","Macropus fuliginosus","Black-faced Kangaroo|Kangaroo Island Kangaroo|Mallee Kangaroo|Sooty Kangaroo"
1488,"Ngoc Linh Mole","Euroscaptor ngoclinhensis",NA
1489,"Four-toed Hedgehog","Atelerix albiventris","African Pygmy Hedgehog|Central African Hedgehog|White-bellied Hedgehog"
1490,"Kodkod","Leopardus guigna","Guigna"
1491,"Froggatt's Dunnart","Sminthopsis froggatti",NA
1492,"Black Wildebeest","Connochaetes gnou","White-tailed Gnu|Swartwildebees"
1493,"Blue Sheep","Pseudois nayaur","Bharal|Chinese Blue Sheep|Himalayan Blue Sheep|Tibetan Blue Sheep|Greater Blue Sheep|Lesser Blue Sheep|Dwarf Bharal|Sichuan Blue Sheep"
1494,"Gabon Squirrel Galago","Sciurocheirus gabonensis","Gabon Allen's Galago|Gabon Bushbaby|Gray's Squirrel Galago"
1495,"Large-eared Tenrec","Geogale aurita",NA
1496,"Olinguito","Bassaricyon neblina",NA
1497,"Desert Warthog","Phacochoerus aethiopicus",NA
1498,"Gray-brown Mouse Lemur","Microcebus griseorufus","Red-and-gray Mouse Lemur|Reddish-gray Mouse Lemur|Rufous-gray Mouse Lemur"
1499,"Pygmy Spotted Skunk","Spilogale pygmaea",NA
1500,"Aardvark","Orycteropus afer","Antbear"
1501,"Jungle Shrew","Suncus zeylanicus","Ceylon Jungle Shrew|Sri Lankan Shrew"
1502,"Arfak Pygmy Bandicoot","Microperoryctes aplini",NA
1503,"Sun-tailed Monkey","Allochrocebus solatus","Sun-tailed Guenon"
1504,"Hugh's Hedgehog","Mesechinus hughi","Central Chinese Hedgehog|Shanxi Hedgehog"
1505,"Stalker's Dunnart","Sminthopsis stalkeri",NA
1506,"Southern Patas Monkey","Erythrocebus baumstarki",NA
1507,"Javan Ferret-badger","Melogale orientalis",NA
1508,"Wongai Ningaui","Ningaui ridei","Inland Ningaui"
1509,"Agile Mangabey","Cercocebus agilis",NA
1510,"Mauritanian White-toothed Shrew","Crocidura lusitania","Mauritanian Shrew"
1511,"Formosan Mole","Mogera insularis","Insular Mole"
1512,"Etendeka Round-eared Sengi","Macroscelides micus","Etendeka Round-eared Elephant-shrew"
1513,"Plateau Pika","Ochotona curzoniae","Black-lipped Pika"
1514,"Darien Small-eared Shrew","Cryptotis merus","Darien Shrew"
1515,"Indo-Pacific Bottlenose Dolphin","Tursiops aduncus","Indian Ocean Bottlenose Dolphin"
1516,"Mediterranean Monk Seal","Monachus monachus","Monk Seal"
1517,"True's Shrew Mole","Dymecodon pilirostris","Lesser Japanese Shrew Mole"
1518,"Giant Mole Shrew","Anourosorex schmidi",NA
1519,"Typical Sulawesi White-toothed Shrew","Crocidura normalis",NA
1520,"Yellow Pika","Ochotona huanglongensis",NA
1521,"Pygmy Shrew Tenrec","Microgale parvula",NA
1522,"Admiralty Spotted Cuscus","Spilocuscus kraemeri","Admiralty Cuscus|Admiralty Island Cuscus|Manus Island Spotted Cuscus"
1523,"Kob","Kobus kob","Senegal Kob|Western Kob|Buffon's Kob|Loder's Kob|Uganda Kob|Thomas's Kob|White-eared Kob"
1524,"Lowe's Monkey","Cercopithecus lowei","Lowe's Mona|Lowe's Guenon"
1525,"Sable Antelope","Hippotragus niger","Swartwitpens|Black-black Sable|Giant Sable|Southern Sable Antelope|Roosevelt's Sable Antelope"
1526,"Hoary Fox","Lycalopex vetula","Small-toothed Dog"
1527,"MacArthur's White-toothed Shrew","Crocidura macarthuri","Macarthur's Shrew"
1528,"Guanaco","Lama guanicoe",NA
1529,"Everglades Short-tailed Shrew","Blarina peninsulae","Florida Short-tailed Shrew|Peninsular Short-tailed Shrew"
1530,"Impala","Aepyceros melampus","McDonald's Antelope|Black-faced Impala"
1531,"Chinese Shrew","Sorex sinalis","Dusky Shrew"
1532,"Collared Mongoose","Urva semitorquata",NA
1533,"Lesser White-toothed Shrew","Crocidura suaveolens","Lesser Shrew"
1534,"Mustached Monkey","Cercopithecus cephus","Moustached Guenon|Gray-tailed Mustached Monkey|Red-tailed Mustached Monkey|White-nosed Mustached Monkey"
1535,"Long-tailed White-toothed Shrew","Crocidura dolichura","Long-tailed Musk Shrew"
1536,"Domestic Sheep","Ovis aries","Sheep|Mouflon|European Mouflon"
1537,"Giant Muntjac","Muntiacus vuquangensis","Large-antlered Muntjac"
1538,"Himalayan Tahr","Hemitragus jemlahicus",NA
1539,"Thomas's Small-eared Shrew","Cryptotis thomasi","Thomas's Shrew"
1540,"Madras Treeshrew","Anathana ellioti","Indian Treeshrew"
1541,"Ultimate White-toothed Shrew","Crocidura ultima","Ultimate Shrew"
1542,"Perrier's Sifaka","Propithecus perrieri",NA
1543,"Sinharaja White-toothed Shrew","Crocidura hikmiya","Sinharaja Shrew"
1544,"Northern Right-whale Dolphin","Lissodelphis borealis","White-bellied Right-whale Dolphin"
1545,"Steppe Pika","Ochotona pusilla","Little Pika"
1546,"Nilgiri Marten","Martes gwatkinsii",NA
1547,"Crowned Shrew","Sorex coronatus","Millet's Shrew"
1548,"Goodfellow's Tree Kangaroo","Dendrolagus goodfellowi","Ornate Tree Kangaroo"
1549,"Crabeater Seal","Lobodon carcinophaga",NA
1550,"Proserpine Rock Wallaby","Petrogale persephone",NA
1551,"Flat-headed Cusimanse","Crossarchus platycephalus","Cameroon Cusimanse"
1552,"North American Least Shrew","Cryptotis parvus","American Least Shrew"
1553,"Phan Luong White-toothed Shrew","Crocidura phanluongi",NA
1554,"Negev White-toothed Shrew","Crocidura ramona","Negev Shrew|Ramon's Shrew"
1555,"Gelada","Theropithecus gelada","Gelada Baboon|Northern Gelada|Southern Gelada"
1556,"Ring-tailed Vontsira","Galidia elegans","Ring-tailed Mongoose|Vontsira|Vontsira Mena|Kokia|Vontsika"
1557,"Bobcat","Lynx rufus","Red Lynx|Bay Lynx|Cat Lynx"
1558,"Sooty Mangabey","Cercocebus atys","Smoky Mangabey"
1559,"Northern Yellow-cheeked Crested Gibbon","Nomascus annamensis","Annamite Crested Gibbon|Northern Buff-cheeked Crested Gibbon"
1560,"Lemurine Night Monkey","Aotus lemurinus","Colombian Night Monkey|Gray-bellied Night Monkey|Lemurine Owl Monkey"
1561,"Geata Mouse Shrew","Myosorex geata",NA
1562,"Stripe-necked Mongoose","Urva vitticollis",NA
1563,"Numbat","Myrmecobius fasciatus","Banded Anteater|Marsupial Anteater"
1564,"Edwards's Monkey Lemur","Archaeolemur edwardsi","Edwards's Baboon Lemur"
1565,"Marine Otter","Lontra felina",NA
1566,"Jaguarundi","Herpailurus yagouaroundi",NA
1567,"Tonkean Macaque","Macaca tonkeana","Tonkean Black Macaque"
1568,"Black Bearded Saki","Chiropotes satanas","Black Saki|Brown-bearded Saki"
1569,"Red-nosed Bearded Saki","Chiropotes albinasus","Red-nosed Saki|White-nosed Bearded Saki|White-nosed Saki"
1570,"Eastern Black-handed Tamarin","Saguinus ursula",NA
1571,"Bearded Emperor Tamarin","Saguinus subgrisescens","Emperor Tamarin"
1572,"Long-tailed Goral","Naemorhedus caudatus","Manchurian Long-tailed Goral"
1573,"Blanford's Fox","Vulpes cana","Royal Fox|King Fox|Afghan Fox"
1574,"Marohita Mouse Lemur","Microcebus marohita",NA
1575,"Volcano Rabbit","Romerolagus diazi",NA
1576,"Rufous Hare Wallaby","Lagorchestes hirsutus","Brown Hare Wallaby|Mala|Western Hare Wallaby"
1577,"Philippine Colugo","Cynocephalus volans","Philippine Flying Lemur"
1578,"Latona's White-toothed Shrew","Crocidura latona","Latona's Shrew"
1579,"Asian Gray White-toothed Shrew","Crocidura attenuata",NA
1580,"Gansu Mole","Scapanulus oweni",NA
1581,"Incan Shrew-opossum","Lestoros inca","Incan Caenolestid|Peruvian Shrew-opossum"
1582,"Pantropical Spotted Dolphin","Stenella attenuata","Bridled Dolphin|Narrow-snouted Dolphin|Slender-beaked Dolphin|Spotted Porpoise|White-spotted Dolphin|Offshore Pantropical Spotted Dolphin|Coastal Pantropical Spotted Dolphin|Graffman's Dolphin"
1583,"Naked-nosed Shrew Tenrec","Microgale gymnorhyncha",NA
1584,"Siberian Weasel","Mustela sibirica",NA
1585,"Wallace's Tarsier","Tarsius wallacei",NA
1586,"Common Treeshrew","Tupaia glis",NA
1587,"White-cheeked Macaque","Macaca leucogenys",NA
1588,"Malayan Water Shrew","Chimarrogale hantu","Asiatic Water Shrew|Hantu Water Shrew"
1589,"Iranian White-toothed Shrew","Crocidura susiana","Iranian Shrew|Susiana Shrew"
1590,"Single-striped Opossum","Monodelphis unistriata","One-striped Opossum|One-striped Short-tailed Opossum"
1591,"Crowned Sifaka","Propithecus coronatus",NA
1592,"Mountain Hare","Lepus timidus","Blue Hare|Snow Hare|Eurasian Arctic Hare|Varying Hare|White Hare|Irish Hare|Alpine Mountain Hare"
1593,"Little Red Brocket","Mazama rufina","Ecuador Red Brocket"
1594,"American Mink","Neogale vison",NA
1595,"Masked Palm Civet","Paguma larvata",NA
1596,"Sibuyan White-toothed Shrew","Crocidura ninoyi","Sibuyan Shrew"
1597,"African Savanna Elephant","Loxodonta africana","African Bush Elephant"
